threshold	seed	budget	strategy	population_stage	rank_by_scalar	smiles	scaffold	scalar_objective	docking_raw	qed	sa	molwt	decode_reason	macro_count	source_file
-9.0	0	1000	theta_nsga2_multiobjective	archive	33	C=C(N)c1cnccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccncc2)cc1	0.714594304561615	-9.6	0.9301941719071574	2.392733806108561	292.3039999999999	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	34	C=C(N)c1ccncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.7143213152885437	-9.7	0.9301941719071574	2.43981311645339	292.3039999999999	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	35	NCc1ccncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.7140547037124634	-9.1	0.9324834432594615	2.1875306305562727	280.29299999999995	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	40	O=C(Cc1ccc(F)cc1)Nc1ccccc1N1CCOCCOCC1	O=C(Cc1ccccc1)Nc1ccccc1N1CCOCCOCC1	0.7132304310798645	-9.7	0.9131633454628193	2.374392681840508	358.4130000000003	THETA_HIT_MICROJITTER:OK:CHEAP_PRESELECT	1	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	46	C=C(N)c1ccccc1CCc1ccc(C(F)(F)F)cn1	c1ccc(CCc2ccccn2)cc1	0.711215615272522	-9.5	0.9301941719071574	2.4173059546496756	292.3039999999999	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	47	C=C(N)c1ncncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cncnc2)cc1	0.7103002071380615	-9.8	0.9413997401111559	2.6087075461616127	293.292	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	58	CC(=CN)c1ncccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.7089491486549377	-9.8	0.918919566185413	2.527477203340604	306.33099999999996	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	68	C=C(N)c1ccccc1CCc1ccc(C(C)(F)F)cc1	c1ccc(CCc2ccccc2)cc1	0.7079541087150574	-10.0	0.8597619234501851	2.3164462729520636	287.35299999999995	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	2	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	77	C=C(N)c1ncccc1CCc1ccc(C(F)(F)F)cc1O	c1ccc(CCc2cccnc2)cc1	0.7060015797615051	-10.0	0.9082725638409677	2.6070118187252174	308.30299999999994	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	79	CC(F)(F)c1ccc(CCc2ccccc2CN)cc1	c1ccc(CCc2ccccc2)cc1	0.7058232426643372	-9.1	0.8752021772111501	2.034038597589239	275.3419999999999	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	2	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	88	CC(=N)c1ncccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.7046704888343811	-10.2	0.8392291715971734	2.348304363137741	292.304	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	98	C=C(N)c1cnncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccnnc2)cc1	0.7020463943481445	-9.7	0.9413997401111559	2.7199375196364137	293.292	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	103	C=C(N)c1ncccc1CCc1ccc(C(F)(F)F)cn1	c1ccc(CCc2cccnc2)nc1	0.7016844749450684	-9.4	0.9413997401111558	2.6122526389998093	293.2919999999999	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	105	C=C(O)c1ccccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccccc2)cc1	0.7015945911407471	-10.2	0.7844734905842052	2.069383142978589	292.29999999999995	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	112	C=C(N)c1ccccc1CCc1ccc(C(F)(F)F)cc1Cl	c1ccc(CCc2ccccc2)cc1	0.7004150152206421	-10.0	0.833754436040884	2.323301818725218	325.76099999999997	THETA_LATE_GENERATED_HIT_NEIGHBORHOOD:OK:CHEAP_PRESELECT	4	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	116	O=C(CC1CCCCC1)NCc1ccc(C(=O)N2CCCO2)cc1	O=C(CC1CCCCC1)NCc1ccc(C(=O)N2CCCO2)cc1	0.7001335024833679	-9.1	0.9025419427153397	2.320522254539469	330.42800000000017	THETA_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	0	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	118	C=C(N)c1ccccc1CCc1ccc(C(O)(F)F)cc1	c1ccc(CCc2ccccc2)cc1	0.6996567845344543	-9.6	0.8853598789316303	2.4580327451006045	289.32499999999993	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	2	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	119	C=C(N)c1ccncc1CCc1ccc(C(C)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.6992770433425903	-9.7	0.9056763814803014	2.606358474543576	288.34099999999995	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	2	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	121	O=C(CO)c1ncccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.6990693807601929	-9.4	0.8636778340726005	2.2640416421804517	309.287	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	124	CC=C(N)c1ncccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.6987468004226685	-9.2	0.918919566185413	2.4782620709320273	306.33099999999996	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	128	NCc1ncccc1CCc1ccc(C(F)(F)F)cc1O	c1ccc(CCc2cccnc2)cc1	0.6983293890953064	-9.1	0.9113576534005159	2.404331153588668	296.292	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	133	NC=Cc1ccccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccccc2)cc1	0.6980809569358826	-9.1	0.8862673796618494	2.274165654330476	291.3159999999999	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	135	C=Cc1nnccc1NCc1ccc(C(F)(F)F)cc1	c1ccc(CNc2ccnnc2)cc1	0.6977236270904541	-9.3	0.9258070234465808	2.5732548063804472	279.26499999999993	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	137	NC=C(Cl)c1ncccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2cccnc2)cc1	0.6976829171180725	-9.3	0.915757800885657	2.525627266392304	328.72099999999995	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	140	CC(=C=O)c1ccccc1NCc1ccc(C(F)(F)F)cc1	c1ccc(CNc2ccccc2)cc1	0.6974319815635681	-9.8	0.839465261396263	2.335033823769356	305.299	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	141	Cc1cc(C(F)(F)F)ccc1CCc1cncnc1CO	c1ccc(CCc2cncnc2)cc1	0.6973624229431152	-9.1	0.9427988772922081	2.5773531695037875	296.2920000000001	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	144	O=C(CC1CCCOC1)NCc1ccc(C(=O)N2CCCC2)cc1	O=C(CC1CCCOC1)NCc1ccc(C(=O)N2CCCC2)cc1	0.6972675919532776	-9.3	0.9014807172684305	2.4624176331511354	330.42800000000017	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	0	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	149	O=C(CC1CCCCC1)NCc1ccc(C(=O)N2CCCN2)cc1	O=C(CC1CCCCC1)NCc1ccc(C(=O)N2CCCN2)cc1	0.6968403458595276	-9.4	0.8728161391628301	2.3626224743196893	329.44400000000013	THETA_HIT_MICROJITTER:OK:CHEAP_PRESELECT	0	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	155	CC(=CN)c1nnccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2ccnnc2)cc1	0.6960057020187378	-9.4	0.9401005322700744	2.7096971276785595	309.291	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	159	N=C(Cl)c1ncccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2cccnc2)cc1	0.6954842209815979	-9.5	0.8577758334665585	2.3509757159228855	314.69399999999996	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	166	CC=C(N)c1ccccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccccc2)cc1	0.695011556148529	-9.3	0.8615769362904134	2.292902928435181	305.3429999999999	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	167	CC(=N)c1ncncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cncnc2)cc1	0.6948461532592773	-9.9	0.8743745713410371	2.6121643100873424	293.292	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	170	CC(=C=N)c1ncccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cccnc2)cc1	0.6946315169334412	-10.6	0.8273340179598475	2.625923357186757	304.31499999999994	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	171	N=C(Cl)c1cccnc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2ccccn2)cc1	0.6945854425430298	-9.4	0.8577758334665585	2.325568023615192	314.69399999999996	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	173	C=C(O)c1ncncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2cncnc2)cc1	0.6945333480834961	-9.8	0.8721617618389301	2.5692173604852186	294.27599999999995	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	175	NC(=C=O)c1ncccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2cccnc2)cc1	0.6943637728691101	-9.6	0.8821344800580447	2.5446010368841083	308.25899999999996	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	176	N=C(Cl)c1nnccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccnnc2)cc1	0.6943209767341614	-10.1	0.8717297805653024	2.6813616575674484	313.71	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	180	N=C(Cl)c1cnccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccncc2)cc1	0.6938992738723755	-10.0	0.8319737118552858	2.4464234612809754	312.7219999999999	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
-9.0	0	1000	theta_nsga2_multiobjective	archive	184	CC(=CN)c1cnccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccncc2)cc1	0.6938372254371643	-9.2	0.918919566185413	2.5730083508815866	306.33099999999996	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	/ibex/user/colleoe/spectralMol/saturn_theta_auto_tune/20260817_013350/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed0/runs/budget_1000/seed_0/theta_nsga2_multiobjective/molecules_all.csv
